aggregate,score_biology,score_chemistry,score_physics,score_math,score_english,score_government,score_literature,score_accounting,score_business_management,score_art,score_agriculture,score_ict,interest_healthcare,interest_technology,interest_business,interest_creative,interest_engineering,interest_law,interest_education,interest_agriculture,target
7,92,88,99,93,77,72,100,83,100,50,92,100,8,7,3,0,6,1,7,9,Medical Doctor
32,40,83,64,40,40,63,45,64,72,48,71,73,6,8,8,2,1,4,4,7,Teacher
12,81,86,86,88,89,95,63,71,89,57,79,97,0,0,6,1,3,5,4,4,Lawyer
31,64,77,74,84,65,73,57,62,68,52,60,40,1,3,6,1,9,7,2,1,Teacher
16,84,100,43,48,100,66,77,100,78,100,70,85,6,5,1,1,9,0,9,1,Nurse
22,52,65,68,91,52,50,51,68,77,58,69,49,1,4,7,0,7,1,3,2,Teacher
15,100,61,69,67,100,57,90,53,58,65,72,92,0,6,8,3,1,3,1,9,Civil Engineer
18,81,45,63,74,69,65,60,87,78,86,100,45,3,6,1,5,0,9,2,6,Business Analyst
26,65,69,66,74,58,40,61,47,40,69,40,71,9,4,2,5,3,8,1,0,Teacher
21,80,77,40,58,90,87,49,81,46,55,52,79,0,8,8,2,1,8,2,1,Teacher
12,40,100,83,71,75,100,85,87,82,73,60,93,4,2,4,6,2,4,2,0,Architect
21,72,43,50,53,65,95,77,42,71,60,61,57,3,5,7,6,1,3,4,7,Teacher
13,75,58,67,73,88,48,89,89,73,100,84,84,5,5,9,9,2,0,3,3,Electrical Engineer
35,80,40,84,70,62,40,40,51,69,59,68,40,8,4,5,3,0,2,4,2,Teacher
33,57,40,83,63,62,63,40,73,52,60,49,40,9,8,2,1,7,3,1,1,Teacher
19,75,66,82,97,68,77,41,45,74,65,60,78,9,8,1,7,4,5,9,8,Agricultural Scientist
27,49,52,41,75,49,66,69,50,48,63,40,70,2,8,2,2,2,0,5,2,Teacher
24,42,60,72,56,40,75,52,53,89,69,51,46,3,8,2,9,0,0,2,6,Teacher
17,100,77,56,80,63,71,85,86,40,65,66,73,4,5,5,6,5,5,3,1,Agricultural Scientist
28,64,50,43,40,42,85,50,52,74,72,50,44,2,7,3,2,1,8,4,8,Teacher
24,57,53,47,44,66,40,45,63,81,72,82,61,5,7,9,4,4,7,3,2,Teacher
7,100,100,100,82,80,97,100,100,98,76,78,96,8,1,4,9,0,3,7,2,Medical Doctor
30,51,70,40,56,42,40,49,58,54,62,67,65,8,0,3,6,3,7,6,4,Teacher
13,63,80,92,100,86,55,85,92,72,75,94,78,8,6,3,9,0,3,9,5,Pharmacist
30,50,78,59,40,67,47,54,76,40,53,43,42,8,5,8,0,1,6,1,5,Teacher
21,76,67,47,82,56,100,66,75,85,72,67,79,5,7,4,2,1,5,7,9,Teacher
7,71,92,84,96,79,65,91,89,92,85,84,100,3,6,2,6,5,0,4,5,Medical Doctor
15,86,84,98,88,80,100,82,85,50,89,100,81,3,3,5,8,0,0,0,3,Nurse
32,71,76,87,69,40,63,71,70,57,54,54,57,3,3,3,5,8,8,4,7,Teacher
29,52,42,72,79,54,66,74,40,82,54,83,71,7,7,4,9,7,4,3,8,Teacher
7,97,86,89,80,65,100,91,86,100,74,99,100,9,5,6,8,0,5,7,3,Medical Doctor
25,58,70,56,68,74,80,77,40,73,90,57,81,1,3,7,1,7,1,0,3,Teacher
7,97,88,100,67,86,76,63,100,96,85,82,68,3,5,7,6,2,2,5,0,Medical Doctor
18,86,78,64,86,71,65,57,51,66,73,86,42,1,5,9,2,2,5,2,1,Business Analyst
8,72,100,88,87,74,100,86,59,92,76,100,100,0,1,3,9,0,0,8,5,Lawyer
12,56,70,71,73,76,88,100,64,66,95,100,60,9,1,8,1,1,1,1,4,Electrical Engineer
6,99,100,67,80,85,80,78,85,100,100,100,100,9,8,9,5,1,5,8,0,Medical Doctor
18,79,69,72,88,94,81,67,65,45,78,77,57,6,8,2,4,2,7,0,3,Agricultural Scientist
18,52,76,100,70,84,77,66,48,75,85,79,67,2,4,9,9,9,4,6,9,Teacher
16,69,66,62,72,89,77,73,51,56,60,70,74,4,1,9,1,8,1,1,5,Agricultural Scientist
22,70,48,61,72,61,75,44,80,61,58,79,66,4,7,8,6,8,8,7,6,Teacher
34,62,49,65,73,68,59,47,72,80,50,42,77,4,9,5,4,3,0,3,9,Teacher
34,56,65,90,59,52,63,70,77,82,40,48,72,3,4,5,9,4,8,0,5,Teacher
25,77,49,57,69,65,73,72,66,40,80,75,93,8,3,9,7,2,1,3,3,Teacher
12,92,80,98,71,69,79,79,68,83,72,100,81,3,4,8,3,1,8,2,5,Pharmacist
8,100,76,97,100,80,76,74,96,96,100,100,96,5,3,3,8,0,1,3,2,Medical Doctor
10,96,51,88,99,93,94,100,84,89,70,75,80,1,7,9,0,5,2,5,5,Architect
17,79,88,56,59,82,54,100,64,52,63,60,76,7,1,8,1,3,9,3,3,Nurse
34,75,44,82,58,70,42,56,89,52,65,53,53,0,4,3,2,7,6,3,0,Teacher
26,94,77,48,48,49,47,69,55,44,40,95,72,3,8,4,0,3,3,3,2,Teacher
20,43,64,90,85,59,47,40,79,74,75,95,72,2,0,6,9,2,6,9,9,Accountant
14,100,100,64,96,84,93,83,88,98,52,84,61,8,5,4,1,3,4,9,3,Pharmacist
32,67,72,48,79,68,81,40,64,69,40,96,50,9,6,4,0,0,0,2,6,Teacher
14,100,94,94,53,99,89,58,83,53,89,81,70,1,9,0,9,2,4,1,8,Pharmacist
22,70,58,43,70,64,77,92,48,73,45,88,52,4,7,2,7,8,8,8,0,Teacher
13,79,79,52,80,79,92,87,100,86,65,73,95,9,0,2,3,5,3,6,9,Software Engineer
20,40,75,83,57,61,70,91,65,65,77,73,60,8,9,0,5,9,9,1,2,Accountant
21,63,66,41,80,86,40,94,92,40,40,66,88,2,4,4,7,6,2,4,7,Teacher
7,74,79,95,99,92,83,75,100,94,100,100,82,4,5,7,1,8,6,9,3,Medical Doctor
13,100,56,88,100,69,82,75,93,50,62,65,93,1,9,9,6,6,5,1,4,Architect
11,80,76,69,100,100,63,77,90,70,94,86,96,6,4,4,6,2,9,6,7,Architect
23,64,86,57,62,69,63,47,71,66,56,40,42,3,5,6,1,0,9,7,7,Teacher
30,56,55,60,56,60,72,67,63,62,48,53,61,2,6,2,5,2,7,2,4,Teacher
21,76,85,81,59,55,52,92,82,87,42,79,58,3,0,0,8,2,4,1,0,Teacher
14,92,61,84,74,88,90,93,87,82,83,84,69,5,5,6,0,8,0,7,9,Agricultural Scientist
32,66,50,40,53,46,52,53,77,40,44,53,98,6,0,8,2,9,1,5,1,Teacher
14,83,72,67,87,90,89,81,84,84,92,100,95,6,8,5,2,8,0,4,9,Architect
26,53,96,64,75,90,48,72,52,64,40,53,81,8,6,3,1,6,7,2,6,Teacher
21,58,81,60,83,72,55,82,77,81,65,77,97,3,6,9,1,0,9,0,5,Teacher
34,83,40,54,40,47,40,43,69,53,42,90,65,9,0,8,9,9,1,2,3,Teacher
14,88,86,96,88,74,100,94,61,77,82,75,100,7,5,5,5,8,2,1,4,Electrical Engineer
21,75,63,81,86,67,51,77,44,61,71,68,100,4,3,3,8,5,7,8,0,Teacher
35,70,59,58,43,73,54,63,80,85,48,55,68,6,7,6,3,7,9,9,9,Teacher
15,80,86,91,47,77,80,75,79,75,68,71,64,7,6,5,1,3,0,6,1,Pharmacist
10,69,88,61,73,77,100,100,95,100,100,96,96,9,9,8,6,6,8,2,2,Pharmacist
31,40,67,47,49,84,92,43,56,58,71,52,47,6,1,9,1,9,4,3,3,Teacher
8,66,70,81,100,68,80,83,100,92,64,82,80,8,8,0,4,2,9,4,3,Medical Doctor
10,100,54,80,94,100,78,81,86,94,61,54,100,6,2,6,1,7,1,1,3,Electrical Engineer
16,63,76,75,64,51,82,91,66,70,88,91,69,6,8,2,5,4,8,8,9,Software Engineer
15,63,84,88,81,65,58,87,89,94,73,76,89,7,2,4,2,3,8,2,7,Pharmacist
22,53,78,67,70,92,45,67,76,57,81,58,71,8,4,0,1,2,2,0,8,Teacher
33,64,52,61,59,68,93,90,72,54,62,54,48,9,8,7,9,6,5,3,6,Teacher
33,54,90,68,45,55,50,88,74,64,54,89,78,0,6,0,0,4,9,4,1,Teacher
20,82,54,70,89,46,60,66,58,87,88,76,68,3,3,8,6,7,5,1,2,Accountant
32,60,78,62,65,89,42,54,42,84,85,82,68,7,1,3,3,6,6,2,3,Teacher
17,71,53,90,84,80,64,68,100,80,66,85,87,4,4,5,5,9,8,6,5,Software Engineer
28,70,67,49,40,69,70,40,67,58,66,52,81,4,5,1,0,2,9,2,9,Teacher
12,100,55,61,77,100,78,94,61,94,83,70,100,6,9,8,3,6,4,9,9,Lawyer
6,91,96,99,92,100,69,91,100,100,82,100,83,4,3,1,6,1,1,3,4,Medical Doctor
17,52,89,87,47,40,43,75,100,87,91,87,80,6,4,2,2,8,8,4,1,Accountant
26,60,81,40,61,70,64,82,64,55,51,40,51,2,2,7,9,2,1,2,1,Teacher
33,85,41,57,42,84,42,49,42,40,61,54,65,9,1,4,9,6,2,0,8,Teacher
9,63,91,75,97,100,92,99,77,63,61,79,86,1,9,4,7,7,9,6,4,Medical Doctor
33,68,65,53,40,51,56,40,50,77,59,65,80,2,5,1,7,0,0,7,8,Teacher
17,82,84,72,75,72,85,45,94,76,41,41,73,9,8,2,7,7,9,3,4,Accountant
19,72,51,94,75,61,67,91,78,80,93,85,88,8,9,5,1,5,3,8,9,Accountant
31,61,50,71,40,72,62,65,69,59,55,77,68,0,2,0,6,9,9,9,6,Teacher
12,100,61,92,100,80,62,72,78,100,58,88,60,4,3,5,3,9,9,4,3,Electrical Engineer
6,75,100,79,93,80,72,97,100,79,75,82,85,9,4,6,4,9,5,6,1,Medical Doctor
22,55,83,70,68,55,53,88,72,81,59,74,61,1,7,7,3,1,8,8,1,Teacher
6,100,89,79,74,94,74,100,92,86,100,63,97,1,0,1,6,1,3,4,2,Medical Doctor
18,63,67,83,61,43,60,91,87,80,78,100,91,2,4,0,6,5,9,4,1,Software Engineer
20,83,91,45,64,52,76,57,55,89,55,74,69,0,5,1,7,5,8,9,0,Agricultural Scientist
7,100,100,81,100,84,100,100,100,100,79,100,75,3,4,6,7,1,8,6,5,Medical Doctor
19,69,81,83,71,57,80,40,89,40,52,65,54,7,4,6,8,6,3,2,7,Agricultural Scientist
34,63,63,55,52,69,65,62,51,79,40,51,45,3,9,0,2,9,1,6,3,Teacher
7,49,90,78,100,100,100,100,91,82,86,100,84,4,3,8,0,5,6,5,9,Medical Doctor
13,71,73,75,69,100,96,61,71,75,45,70,87,8,2,2,8,6,8,1,6,Civil Engineer
29,57,65,71,54,67,62,55,61,51,47,62,62,4,3,1,3,6,0,2,3,Teacher
25,58,62,78,79,49,67,62,61,82,58,53,50,4,7,9,9,0,3,1,1,Teacher
13,95,52,73,91,62,77,91,79,81,63,72,84,6,0,7,1,0,5,3,6,Electrical Engineer
32,59,81,40,40,73,55,66,60,67,70,75,66,6,9,2,7,4,0,3,3,Teacher
34,60,61,50,71,53,62,61,63,76,49,59,59,8,6,5,8,1,3,8,7,Teacher
14,99,67,52,75,62,64,74,76,74,75,87,75,0,9,8,3,5,5,2,0,Software Engineer
10,86,64,52,85,69,100,95,69,58,66,86,80,4,6,5,3,5,2,2,6,Lawyer
9,98,86,72,72,99,97,100,82,79,70,61,73,0,0,1,5,7,9,0,0,Lawyer
21,60,64,68,78,57,62,74,86,82,74,40,55,2,0,8,2,0,4,7,6,Teacher
18,68,57,95,88,63,61,70,82,90,56,48,69,7,2,1,0,7,8,0,7,Accountant
31,48,49,74,85,42,62,79,49,48,67,40,40,6,0,4,1,7,1,3,5,Teacher
9,89,93,89,71,92,81,98,100,79,85,90,89,8,9,2,8,7,9,1,8,Lawyer
35,82,62,41,58,65,72,81,78,59,40,74,52,1,2,9,2,2,5,7,4,Teacher
22,90,45,85,66,64,85,58,75,56,63,89,73,2,9,2,2,7,8,2,0,Teacher
29,62,62,68,71,55,65,70,83,67,54,88,79,0,8,2,1,9,8,1,9,Teacher
14,65,94,86,71,76,72,79,100,72,81,68,86,7,6,7,1,7,6,5,8,Agricultural Scientist
13,76,83,90,78,78,84,74,75,67,79,87,76,8,9,4,8,4,6,6,8,Electrical Engineer
10,84,93,81,69,83,100,74,80,71,83,71,80,9,3,7,0,3,9,1,9,Electrical Engineer
25,40,43,60,75,40,43,82,50,50,40,70,40,8,1,8,9,1,1,3,1,Teacher
16,91,93,91,73,91,93,78,51,60,68,69,64,8,9,5,7,8,7,4,5,Teacher
33,43,75,43,62,44,68,55,53,49,43,65,49,3,7,5,3,2,4,2,7,Teacher
11,87,68,86,100,80,62,62,100,78,83,88,44,3,7,3,0,3,9,0,5,Electrical Engineer
20,72,100,60,67,79,64,62,61,73,67,80,75,3,2,9,4,7,8,4,8,Accountant
33,78,45,64,54,67,40,77,59,66,48,85,65,7,0,3,8,0,3,9,6,Teacher
12,60,84,80,79,70,56,86,72,83,70,89,81,8,5,7,1,1,1,7,0,Medical Doctor
9,92,45,73,83,80,63,75,85,89,86,73,67,8,4,3,5,6,5,4,1,Lawyer
12,81,83,74,100,57,100,76,95,85,94,80,85,3,3,3,0,6,9,9,3,Nurse
24,40,60,40,65,76,61,44,63,67,77,53,71,1,1,2,2,9,1,6,1,Teacher
16,57,78,59,71,75,66,64,79,60,83,100,56,7,4,0,3,7,7,1,8,Business Analyst
15,96,80,85,70,81,96,53,94,74,56,73,96,7,2,7,2,4,0,6,9,Civil Engineer
12,74,100,95,96,92,88,88,95,90,74,60,53,3,3,2,4,8,0,6,9,Lawyer
19,49,47,75,76,40,96,42,85,87,88,61,73,1,2,5,4,7,9,1,1,Accountant
20,41,61,60,59,70,73,40,45,88,64,60,74,5,0,0,5,0,8,1,8,Accountant
31,50,58,60,42,64,71,69,45,50,53,64,63,2,1,0,2,0,9,9,5,Teacher
24,61,72,72,71,63,66,91,57,56,53,73,70,6,6,8,8,6,9,8,4,Teacher
11,60,99,74,87,100,86,70,83,85,77,62,78,3,7,9,2,6,6,3,0,Electrical Engineer
15,56,83,85,78,78,86,76,63,76,71,76,90,9,8,0,2,5,7,6,5,Electrical Engineer
15,81,86,79,61,83,64,84,100,72,100,86,73,3,9,2,9,7,1,0,0,Pharmacist
30,62,66,61,77,67,42,40,62,81,41,44,65,6,3,0,9,1,9,2,4,Teacher
35,66,76,65,47,90,72,55,60,67,55,61,65,1,9,8,3,2,6,2,9,Teacher
26,59,77,79,43,73,53,65,59,72,40,55,83,5,2,8,8,5,2,3,4,Teacher
24,72,68,44,40,53,67,68,82,40,71,56,61,9,1,6,4,0,8,1,1,Teacher
31,70,92,100,59,88,54,48,40,62,56,61,61,5,2,9,9,9,0,1,0,Teacher
6,74,92,96,97,97,79,74,77,79,55,87,88,7,7,5,8,3,9,0,9,Medical Doctor
9,90,87,100,81,79,100,82,67,98,80,100,100,3,8,9,1,9,2,3,1,Lawyer
11,100,57,56,85,50,94,80,93,84,88,82,100,9,6,6,3,0,7,9,0,Architect
22,99,100,75,50,55,68,59,69,67,48,66,73,8,9,3,2,6,0,2,6,Teacher
30,61,50,83,60,69,45,65,59,70,54,40,70,5,8,5,4,0,8,8,0,Teacher
33,62,62,66,66,80,55,75,54,40,79,47,72,4,9,2,2,3,8,5,9,Teacher
32,46,60,73,43,57,76,40,63,64,63,41,59,6,1,9,9,5,9,5,6,Teacher
26,93,40,57,62,81,59,49,61,55,75,96,74,1,6,1,5,8,3,4,0,Teacher
6,85,90,98,100,65,88,76,96,93,82,100,86,4,8,6,0,5,1,5,2,Medical Doctor
23,68,51,51,84,70,82,41,50,69,53,44,49,8,7,6,7,8,6,8,7,Teacher
27,55,66,85,44,44,40,68,61,45,47,58,58,6,3,1,0,1,1,2,9,Teacher
26,71,69,58,63,71,52,73,62,65,52,60,47,9,0,3,6,4,9,4,6,Teacher
18,94,69,43,83,71,79,83,63,56,55,100,65,8,7,0,2,3,2,8,5,Agricultural Scientist
30,64,70,40,43,76,40,48,65,65,46,83,42,5,7,0,7,7,0,6,6,Teacher
21,44,75,87,73,91,71,93,43,82,40,73,51,0,3,0,5,3,4,5,1,Teacher
31,68,50,56,68,66,40,40,45,63,79,52,45,4,0,4,3,3,3,2,5,Teacher
21,80,78,46,69,89,75,40,52,83,60,85,99,8,4,0,9,6,8,9,1,Teacher
26,55,46,53,45,85,55,58,40,40,86,57,95,9,4,9,0,3,2,5,8,Teacher
35,61,60,84,60,55,76,46,67,42,40,77,54,2,2,8,2,2,1,3,7,Teacher
26,51,55,84,73,77,89,94,90,66,54,76,49,7,7,3,6,1,2,7,3,Teacher
32,59,57,40,49,47,46,46,45,48,49,68,62,4,4,4,5,3,9,8,6,Teacher
15,60,87,74,81,80,73,66,68,79,61,83,98,3,1,4,9,7,0,1,0,Accountant
12,73,100,79,84,88,84,84,86,74,77,97,58,7,0,1,0,7,2,8,6,Architect
11,83,76,82,82,58,96,85,90,95,85,88,61,8,1,9,7,2,8,4,4,Lawyer
29,65,79,57,44,59,46,56,40,60,46,71,54,4,1,5,3,3,2,0,8,Teacher
16,69,100,78,78,80,78,100,70,82,92,100,81,5,0,5,7,3,5,7,5,Agricultural Scientist
28,59,58,58,66,60,49,54,40,40,60,64,42,1,9,2,8,4,0,8,7,Teacher
12,91,71,79,98,72,65,95,98,72,89,81,73,0,0,6,2,8,6,5,1,Accountant
25,54,63,44,60,68,52,73,75,44,51,42,68,4,0,3,6,5,9,4,0,Teacher
10,89,85,84,100,87,68,92,79,69,74,100,69,6,2,4,0,0,1,1,6,Pharmacist
24,63,73,68,83,72,75,100,59,79,65,60,62,0,9,2,3,9,0,7,1,Teacher
10,62,64,100,81,55,82,76,72,100,58,75,87,4,5,5,8,3,6,8,4,Electrical Engineer
22,70,58,92,85,67,48,78,83,53,64,68,83,9,1,0,7,4,1,7,9,Teacher
31,48,71,52,51,57,40,76,62,47,40,40,40,7,3,4,5,3,7,4,2,Teacher
6,94,100,84,87,100,82,81,85,82,84,94,95,1,2,3,5,0,4,7,6,Medical Doctor
24,40,48,86,72,65,63,49,40,50,60,67,59,0,0,0,3,0,0,8,7,Teacher
23,58,57,64,54,54,40,57,47,55,63,77,61,9,3,0,4,9,5,0,3,Teacher
19,76,69,54,53,66,64,83,83,47,53,46,61,6,9,0,2,9,6,7,1,Accountant
19,84,79,56,94,66,58,85,57,76,65,65,100,9,1,4,3,1,1,8,9,Teacher
13,92,77,91,98,90,66,92,92,79,66,80,82,1,1,0,5,4,3,3,8,Architect
15,96,84,48,89,71,74,60,79,100,93,59,74,2,6,7,5,0,5,7,4,Business Analyst
6,69,74,64,84,100,81,100,91,88,66,100,92,9,0,7,4,1,2,8,1,Medical Doctor
29,64,40,94,68,66,68,74,61,58,40,48,89,3,9,9,8,2,6,8,7,Teacher
34,82,40,55,57,48,77,77,63,49,77,55,74,3,3,2,8,3,1,0,0,Teacher
34,71,56,42,60,66,52,55,77,62,60,59,79,9,9,4,7,2,1,9,3,Teacher
14,55,90,82,92,96,78,70,57,69,79,64,87,1,5,7,8,7,1,0,9,Civil Engineer
26,45,72,67,53,47,68,67,58,82,84,53,92,9,2,1,2,2,1,0,2,Teacher
29,55,58,40,60,65,49,66,64,55,53,55,47,1,8,2,9,5,3,4,2,Teacher
13,100,83,76,47,100,100,99,83,78,80,85,92,8,2,4,5,5,4,1,9,Nurse
14,96,64,64,49,85,80,67,82,67,52,73,100,0,6,5,4,7,7,0,6,Agricultural Scientist
7,76,71,100,83,100,98,86,90,69,86,91,83,8,3,5,3,8,4,1,0,Medical Doctor
29,63,63,50,57,54,85,58,59,56,55,63,49,5,6,6,7,5,6,8,5,Teacher
20,40,40,67,55,62,91,77,69,72,59,62,49,6,2,7,4,1,9,0,5,Accountant
22,62,88,74,49,68,84,72,66,59,67,40,68,7,0,0,7,0,3,5,0,Teacher
34,68,58,47,57,54,45,89,49,63,56,78,79,5,9,4,8,3,1,8,1,Teacher
27,91,55,49,49,40,71,71,40,82,57,50,40,9,8,4,9,8,2,7,6,Teacher
30,54,53,63,65,50,48,73,65,64,40,63,65,6,7,1,9,3,5,8,1,Teacher
31,99,66,57,83,46,52,58,47,70,73,52,64,1,0,3,9,6,4,6,6,Teacher
34,45,55,63,49,74,59,56,54,67,58,40,87,8,4,2,5,5,0,3,9,Teacher
22,65,86,57,72,84,65,87,66,58,73,84,55,0,0,2,4,5,4,7,5,Teacher
17,90,69,89,85,62,90,63,94,96,78,72,59,7,6,4,6,0,8,7,3,Nurse
9,57,75,99,100,95,75,84,68,98,100,100,81,5,4,7,1,6,9,3,2,Lawyer
7,88,59,100,77,93,100,91,100,100,95,55,53,3,8,0,3,5,7,1,7,Medical Doctor
29,68,86,43,42,61,40,50,57,74,40,56,49,0,5,7,8,4,1,0,4,Teacher
11,90,92,93,51,94,90,100,66,88,77,57,84,5,5,2,5,0,4,1,7,Medical Doctor
12,59,100,50,95,99,100,90,66,93,65,67,75,5,7,9,7,3,2,4,7,Accountant
12,78,81,68,100,78,98,64,48,85,97,100,96,0,9,6,6,9,2,2,3,Electrical Engineer
10,83,85,100,82,97,68,75,72,99,91,97,83,2,8,7,5,4,2,2,7,Lawyer
20,74,86,78,72,76,83,82,63,48,80,70,66,2,6,9,9,8,5,7,8,Teacher
32,70,99,68,46,73,86,75,40,67,53,60,54,9,3,9,5,5,2,2,8,Teacher
23,63,85,80,65,77,61,74,77,69,53,47,69,6,8,7,6,3,0,0,4,Teacher
32,47,63,56,47,45,59,70,70,64,68,61,50,9,1,8,9,6,8,4,6,Teacher
25,88,80,52,65,48,56,40,63,43,47,69,67,3,9,8,1,4,6,9,3,Teacher
28,60,66,68,61,62,74,51,54,46,59,40,79,8,1,4,9,3,1,5,9,Teacher
34,73,45,40,68,48,54,70,46,40,78,59,78,2,4,7,7,8,2,2,3,Teacher
33,81,46,69,82,59,60,54,64,40,68,59,40,9,4,2,9,1,8,4,8,Teacher
25,40,65,77,57,69,58,75,60,84,56,87,41,4,7,3,1,6,1,5,6,Teacher
6,86,82,89,81,97,98,94,96,100,75,95,100,8,0,5,5,1,0,0,9,Medical Doctor
20,80,62,60,59,84,69,57,70,75,65,73,74,1,9,7,9,5,4,1,0,Agricultural Scientist
16,72,88,72,89,73,80,96,78,58,61,94,43,1,4,5,2,3,9,1,2,Agricultural Scientist
20,81,64,71,52,62,70,99,48,77,84,65,80,5,8,1,6,3,5,9,9,Agricultural Scientist
13,98,84,97,90,78,100,89,79,55,90,100,93,1,4,3,5,0,2,4,7,Electrical Engineer
29,51,67,56,60,51,52,62,42,63,49,40,73,7,9,4,1,4,3,8,5,Teacher
24,67,56,85,88,67,83,65,63,66,58,91,80,2,5,0,7,6,6,5,2,Teacher
14,83,74,76,100,40,93,100,84,82,93,83,72,0,2,9,0,4,4,3,4,Accountant
13,63,75,90,100,81,83,88,54,75,67,92,73,4,5,1,0,8,6,7,4,Civil Engineer
35,49,84,40,58,61,40,79,63,70,71,73,72,2,1,4,4,1,7,1,7,Teacher
25,45,40,68,76,78,83,66,62,67,71,53,66,8,2,4,6,0,7,5,3,Teacher
23,66,67,72,68,84,43,40,44,46,66,63,70,3,0,1,7,8,4,3,9,Teacher
7,100,75,55,100,84,77,95,95,78,100,100,100,5,9,6,6,6,3,5,6,Medical Doctor
19,52,40,99,78,56,66,60,84,100,58,82,71,1,9,0,2,8,6,6,9,Accountant
10,88,70,94,72,83,70,99,74,100,77,93,94,1,7,7,4,4,6,1,4,Pharmacist
18,84,79,70,59,66,81,71,54,59,66,78,74,8,7,6,8,7,8,1,6,Nurse
35,59,52,57,80,49,56,40,40,41,40,42,66,1,7,1,2,0,8,2,1,Teacher
9,89,71,100,79,83,77,82,75,55,81,100,100,9,2,8,0,0,2,1,7,Lawyer
22,60,80,75,72,65,81,76,45,74,58,80,76,7,1,2,8,3,4,8,9,Teacher
16,64,45,61,69,96,91,75,82,65,100,94,76,7,2,1,2,4,6,1,5,Accountant
7,100,100,100,95,95,96,91,68,58,74,100,86,7,1,1,2,1,2,1,5,Medical Doctor
11,100,72,74,98,69,100,98,78,100,100,76,68,1,5,9,4,8,2,3,9,Pharmacist
13,70,73,63,90,87,100,89,86,89,76,82,94,7,0,4,2,1,3,1,4,Electrical Engineer
12,71,96,74,85,98,83,75,89,46,93,70,83,0,2,0,4,7,5,9,4,Nurse
22,58,67,55,58,64,76,68,100,48,80,65,46,2,9,8,5,9,9,1,0,Teacher
23,48,50,69,72,64,73,67,68,78,94,69,100,5,7,8,6,9,2,5,8,Teacher
32,63,40,46,72,42,51,64,53,50,40,72,79,5,5,4,5,1,4,1,2,Teacher
22,85,69,60,81,64,66,63,91,65,70,40,65,0,5,0,2,9,6,1,8,Teacher
24,85,92,78,40,68,60,99,69,51,53,40,62,8,1,2,5,6,0,2,5,Teacher
34,79,61,83,81,45,61,49,57,84,50,42,43,0,8,9,6,0,1,3,9,Teacher
7,98,79,99,77,81,52,94,64,74,81,100,81,9,4,5,8,5,0,0,1,Medical Doctor
33,55,76,48,54,51,63,62,53,45,69,76,72,0,7,9,9,2,5,1,4,Teacher
12,96,57,68,89,62,100,85,100,97,43,93,81,5,7,3,2,9,9,0,3,Software Engineer
23,75,75,40,83,63,56,64,44,90,77,96,62,9,6,2,8,0,1,8,7,Teacher
10,97,100,68,55,91,99,71,64,56,100,83,100,2,9,5,2,4,7,7,8,Pharmacist
9,84,89,69,87,78,99,97,73,85,68,74,89,1,2,9,3,0,4,2,6,Medical Doctor
19,62,61,68,100,77,81,42,71,60,76,85,72,4,2,6,3,6,7,2,9,Accountant
29,56,44,40,63,40,61,48,40,70,68,67,52,8,6,4,9,8,4,4,5,Teacher
14,68,100,73,76,100,90,79,94,68,72,73,82,0,4,7,6,6,2,8,4,Architect
17,70,70,84,69,94,56,75,59,59,67,82,82,2,1,1,0,9,8,0,1,Software Engineer
34,61,69,80,48,53,45,48,75,72,61,68,86,3,3,8,4,0,6,2,2,Teacher
27,58,64,41,73,58,73,85,50,61,46,51,53,8,0,3,9,0,2,2,6,Teacher
11,100,55,64,86,77,63,100,58,57,88,82,61,6,5,8,3,2,5,7,4,Architect
22,77,45,52,59,40,66,76,84,68,55,70,65,0,8,9,8,9,7,9,3,Teacher
14,70,74,89,59,77,95,86,61,83,58,81,99,1,6,9,1,8,8,9,7,Agricultural Scientist
31,63,72,40,60,55,52,41,45,62,48,45,59,4,7,6,6,9,9,9,3,Teacher
15,98,94,91,85,82,76,67,46,53,77,58,83,6,5,2,0,8,5,2,0,Software Engineer
18,56,61,71,89,77,77,60,86,89,86,61,84,7,8,7,5,3,8,7,7,Software Engineer
21,59,42,51,72,40,100,60,81,40,53,84,74,2,6,5,7,2,8,4,1,Teacher
6,100,73,96,72,96,95,83,94,94,89,87,70,0,8,7,1,2,6,3,7,Medical Doctor
9,92,66,76,100,76,100,70,75,78,94,90,100,9,4,2,8,2,2,2,7,Lawyer
9,72,100,64,67,72,57,93,100,100,63,100,88,2,0,5,4,5,9,0,1,Medical Doctor
21,42,55,44,100,84,63,91,87,88,60,63,52,8,1,2,2,0,6,5,5,Teacher
11,75,67,78,77,71,62,83,46,83,77,81,84,4,4,1,3,6,1,4,4,Pharmacist
15,81,72,61,54,75,84,87,56,83,61,100,72,9,2,7,5,2,6,3,2,Agricultural Scientist
29,54,72,50,63,52,76,74,67,65,70,74,61,5,2,8,3,5,5,1,8,Teacher
17,86,72,58,59,75,83,87,78,53,64,45,97,4,6,2,8,3,8,2,2,Nurse
23,83,48,44,84,64,68,43,87,75,56,96,45,0,0,9,5,7,3,6,4,Teacher
33,82,80,70,61,57,67,81,56,55,77,75,52,9,5,4,5,9,4,8,7,Teacher
35,48,51,47,82,70,61,41,59,48,40,49,69,9,4,4,3,0,9,2,3,Teacher
